epoch,accuracy,auc,learning_rate,loss,precision,recall,top_2_accuracy,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_top_2_accuracy
0,0.4457142949104309,0.6560268402099609,4.999999987376214e-07,6.609483242034912,0.7692307829856873,0.1463414579629898,0.6057142615318298,0.41428571939468384,0.8204535245895386,6.54065465927124,0.6296296119689941,0.24285714328289032,0.5714285969734192
1,0.37714284658432007,0.6714333295822144,4.999999987376214e-07,6.655172348022461,0.6857143044471741,0.11320754885673523,0.5542857050895691,0.41428571939468384,0.8237414956092834,6.5430474281311035,0.59375,0.27142858505249023,0.5714285969734192
2,0.45428571105003357,0.6630631685256958,4.999999987376214e-07,6.623514175415039,0.7452830076217651,0.1280388981103897,0.6000000238418579,0.4000000059604645,0.8269953727722168,6.550836563110352,0.6060606241226196,0.2857142984867096,0.5714285969734192
3,0.4114285707473755,0.6572663187980652,4.999999987376214e-07,6.6903276443481445,0.7118644118309021,0.13636364042758942,0.5657142996788025,0.4000000059604645,0.8248752951622009,6.569993495941162,0.6060606241226196,0.2857142984867096,0.5714285969734192
4,0.41999998688697815,0.6544203758239746,4.999999987376214e-07,6.6504693031311035,0.7339449524879456,0.12618295848369598,0.5914285778999329,0.4000000059604645,0.8227664232254028,6.587872505187988,0.5833333134651184,0.30000001192092896,0.5714285969734192
5,0.4342857003211975,0.6833114624023438,4.999999987376214e-07,6.620062828063965,0.6754385828971863,0.12399356067180634,0.6285714507102966,0.41428571939468384,0.8216326236724854,6.602647304534912,0.5833333134651184,0.30000001192092896,0.5714285969734192
6,0.43142858147621155,0.6636034250259399,4.999999987376214e-07,6.633506774902344,0.7053571343421936,0.12680578231811523,0.5914285778999329,0.41428571939468384,0.820793628692627,6.607283592224121,0.5833333134651184,0.30000001192092896,0.5714285969734192
7,0.4399999976158142,0.6737340688705444,4.999999987376214e-07,6.55702018737793,0.7443609237670898,0.15789473056793213,0.6228571534156799,0.4000000059604645,0.8208049535751343,6.610418319702148,0.5675675868988037,0.30000001192092896,0.5571428537368774
8,0.4571428596973419,0.673738420009613,4.999999987376214e-07,6.649242401123047,0.7297297120094299,0.12816455960273743,0.5885714292526245,0.3571428656578064,0.8198978900909424,6.621695518493652,0.5675675868988037,0.30000001192092896,0.5571428537368774
9,0.41428571939468384,0.6604715585708618,4.999999987376214e-07,6.698284149169922,0.7384615540504456,0.15458936989307404,0.5600000023841858,0.3857142925262451,0.8170747756958008,6.623237609863281,0.5833333134651184,0.30000001192092896,0.5714285969734192
10,0.4342857003211975,0.6550567150115967,4.999999987376214e-07,6.7215399742126465,0.6776859760284424,0.1318327933549881,0.5942857265472412,0.3857142925262451,0.8176984190940857,6.622297286987305,0.5833333134651184,0.30000001192092896,0.5714285969734192
11,0.3742857277393341,0.6387575268745422,1.0000000116860974e-07,6.754526138305664,0.6481481194496155,0.11290322244167328,0.5485714077949524,0.3857142925262451,0.8186054825782776,6.630956649780273,0.5833333134651184,0.30000001192092896,0.5714285969734192
12,0.4657142758369446,0.6769014000892639,1.0000000116860974e-07,6.603542804718018,0.7931034564971924,0.1467304676771164,0.6000000238418579,0.4000000059604645,0.8189455270767212,6.617702007293701,0.5675675868988037,0.30000001192092896,0.5714285969734192
13,0.4399999976158142,0.6815720796585083,1.0000000116860974e-07,6.618008613586426,0.769911527633667,0.13593749701976776,0.5714285969734192,0.3857142925262451,0.8186167478561401,6.627418518066406,0.5675675868988037,0.30000001192092896,0.5571428537368774
14,0.4057142734527588,0.665767252445221,1.0000000116860974e-07,6.684937000274658,0.6260162591934204,0.12261146306991577,0.5799999833106995,0.37142857909202576,0.8174036145210266,6.640584945678711,0.5526315569877625,0.30000001192092896,0.5714285969734192
